Query_num,Tweet_id,Rank
1,1282632048759328768,0.939235704411646
1,1280945351562637317,0.9338593328671374
1,1285065590202200064,0.9317580755057097
1,1284348114539646976,0.9317580755057095
1,1285796745004244993,0.9317580755057094
1,1283626900657590273,0.9317580755057092
1,1290894011679608832,0.9308333045177725
1,1285738477208797185,0.930075545264682
1,1287514848247521280,0.9295277446321246
1,1286546003668033536,0.9291971651841825
1,1287015228723671040,0.9275496818495992
1,1282148120193757185,0.927448247778592
1,1287008403789737987,0.922781637184137
1,1283803006249639937,0.9181626300038775
1,1283565305177022466,0.9161684556236132
1,1286068130637385728,0.9161218822847962
1,1287171269775982598,0.9158335506563273
1,1285613033390313477,0.9157420768406774
1,1285689420394496000,0.9149666097810308
1,1286375032969560064,0.9149347995357201
1,1285280816877142016,0.9147562459613322
1,1286724223050952709,0.9144133575043711
1,1286994612670824448,0.9141397583934834
1,1285801768929107968,0.9137145972200067
1,1281227054244036610,0.9131494212445743
1,1282579797605060608,0.9122461936722875
1,1281850491018739712,0.9103212017214732
1,1281219536130359305,0.9103008691215837
1,1282618471604420609,0.9101148721277298
1,1284119060309921792,0.9093790700710356
1,1283748290044010497,0.9090611858593265
1,1291803037158322177,0.9073309389090916
1,1285579029941235722,0.9070229382553296
1,1283753700989833216,0.9067290400267822
1,1284395947640979457,0.9066746413364251
1,1281215941641199619,0.9061161015799892
1,1283505899118764036,0.9059107780899645
1,1283508042412285956,0.9049723727602202
1,1287570004204900352,0.9046122440340574
1,1285660629920096257,0.9045815158640773
1,1281839732662689793,0.904502430680741
1,1286599995119013890,0.9033734607977782
1,1290507912444616705,0.9028414066650033
1,1284985453603696640,0.9023813832561166
1,1281582012881686536,0.9011178238919189
1,1282657544557588480,0.9009808877483818
1,1286461115430367234,0.9009531555342729
1,1283575659885998081,0.9007968076430848
1,1285220075885256705,0.9006520934390008
1,1281614173462552593,0.9006116004033368
1,1286677552245940226,0.9005315092330979
1,1281865607936278528,0.89916664145058
1,1290635946338267136,0.8991191978256099
1,1287182181467664384,0.8988178771268003
1,1283918569810665473,0.8987930301466528
1,1281637852233826304,0.8987446597855115
1,1284749644585631744,0.8984293885345285
1,1287364065271132161,0.8982343880964809
1,1291012582753677312,0.8980699966081048
1,1283464954482393088,0.8980504814267888
1,1290994482142470144,0.8979073251257769
1,1283659638651736064,0.8972333912674596
1,1285649373850935297,0.8969012240746993
1,1285912962235011073,0.8966146297373907
1,1282677787401359361,0.896291122595789
1,1288840088479248384,0.8959092914876639
1,1291354448753639425,0.8958352670389472
1,1286506158858149888,0.8958204830631962
1,1285969254702080001,0.8954433139684702
1,1282497080179793920,0.8944788930298794
1,1281679386056503296,0.8943924362249763
1,1281727819395952640,0.8940104380471573
1,1281166642232393730,0.8939721309448848
1,1286834960515522560,0.8939139975844209
1,1280953881938268162,0.8938058854857454
1,1286609056728113152,0.8935718068229938
1,1281910968210120704,0.8932637382461313
1,1282149707993747456,0.893010738884535
1,1285023453976752129,0.8929749866908753
1,1291014769231552512,0.8928466771681535
1,1284553388647043073,0.8927284281084293
1,1284551938244141056,0.8927284281084292
1,1284553431386972160,0.8927284281084292
1,1285614460170895360,0.8923960084246803
1,1285712947633889281,0.8922965070880033
1,1283492403568160768,0.8919943553377789
1,1288846265539874816,0.8918434055657827
1,1283949134504882181,0.8917316650593912
1,1286121312813948929,0.891623107308205
1,1285621804464173056,0.8916185946998264
1,1287000104667426816,0.8912866902054019
1,1284854204192813058,0.8911438718269623
1,1287128265572917257,0.8907403333146771
1,1286867048992313344,0.8901680740035997
1,1282686354887979014,0.8898360106788089
1,1281112521567436800,0.8896758819796841
1,1287171623187935232,0.8895985928380664
1,1280978082384445446,0.8895289151058139
1,1291329162326810625,0.889462903403349
1,1291330553015402496,0.8894629034033487
1,1281138593021517824,0.8894087067816568
1,1283824570777186305,0.8893928228492727
1,1285219306914152449,0.8893044730684646
1,1290519149819682817,0.8882925998325724
1,1282676785382068231,0.8882489193645742
1,1286087289546907649,0.8880067201047881
1,1291020984640851969,0.8877913007689556
1,1286124707721482242,0.8877024808209085
1,1290913136376152064,0.887656040949332
1,1283946415430021120,0.887633176323314
1,1281041098543071232,0.8872790066644851
1,1285998313502900232,0.8871773823249527
1,1285651022619332609,0.8871773823249527
1,1286070433582915584,0.8871773823249525
1,1285661063141363712,0.8871773823249525
1,1290416602899460099,0.8871460092347129
1,1282641465102016514,0.8871379172435804
1,1291706699657687045,0.8860455659280019
1,1285723704387919872,0.8858554140816542
1,1285001479322042370,0.8858185001599167
1,1284745114473005059,0.8857974958551823
1,1285189383759560704,0.8856589967804733
1,1282581639881732096,0.8854966620354716
1,1285018541461319680,0.8853214187061836
1,1281545289711538179,0.8852978024379532
1,1285701988613869568,0.8852302754587172
